TABLE_SCHEMA,TABLE_NAME,TABLE_CATALOG,COLUMN_NAME,ORDINAL_POSITION,CONSTRAINT_NAME,CONSTRAINT_SCHEMA,CONSTRAINT_CATALOG,REFERENCED_TABLE_NAME,REFERENCED_COLUMN_NAME,REFERENCED_TABLE_SCHEMA,POSITION_IN_UNIQUE_CONSTRAINT
tikiwiki,tiki_quiz_stats_sum,NULL,quizId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_quizzes,NULL,quizId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_quizzes,NULL,nVersion,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_received_articles,NULL,receivedArticleId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_received_pages,NULL,receivedPageId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_referer_stats,NULL,referer,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_related_categories,NULL,categId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_related_categories,NULL,relatedTo,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_rss_feeds,NULL,name,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_rss_feeds,NULL,rssVer,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_rss_modules,NULL,rssId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_score,NULL,event,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_search_stats,NULL,term,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_searchindex,NULL,searchword,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_searchindex,NULL,location,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_searchindex,NULL,page,3,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_searchsyllable,NULL,syllable,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_searchwords,NULL,syllable,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_searchwords,NULL,searchword,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_secdb,NULL,md5_value,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_secdb,NULL,filename,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_secdb,NULL,tiki_version,3,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_semaphores,NULL,semName,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_sent_newsletters,NULL,editionId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_sessions,NULL,sessionId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_sheet_layout,NULL,sheetId,1,sheetId,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_sheet_layout,NULL,begin,2,sheetId,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_sheet_values,NULL,sheetId,1,sheetId,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_sheet_values,NULL,begin,2,sheetId,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_sheet_values,NULL,rowIndex,3,sheetId,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_sheet_values,NULL,columnIndex,4,sheetId,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_sheets,NULL,sheetId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_shoutbox,NULL,msgId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_shoutbox_words,NULL,word,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_stats,NULL,object,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_stats,NULL,type,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_stats,NULL,day,3,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_structure_versions,NULL,structure_id,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_structures,NULL,page_ref_id,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_submissions,NULL,subId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_suggested_faq_questions,NULL,sfqId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_survey_question_options,NULL,optionId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_survey_questions,NULL,questionId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_surveys,NULL,surveyId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_tags,NULL,tagName,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_tags,NULL,pageName,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_theme_control_categs,NULL,categId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_theme_control_objects,NULL,objId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_theme_control_sections,NULL,section,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_topics,NULL,topicId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_tracker_fields,NULL,fieldId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_tracker_item_attachments,NULL,attId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_tracker_item_comments,NULL,commentId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_tracker_item_fields,NULL,itemId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_tracker_item_fields,NULL,fieldId,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_tracker_items,NULL,itemId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_tracker_options,NULL,trackerId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_tracker_options,NULL,name,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_trackers,NULL,trackerId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_translated_objects,NULL,type,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_translated_objects,NULL,objId,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_untranslated,NULL,source,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_untranslated,NULL,lang,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_untranslated,NULL,id,1,id,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_answers,NULL,userResultId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_answers,NULL,quizId,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_answers,NULL,questionId,3,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_answers,NULL,optionId,4,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_answers_uploads,NULL,answerUploadId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_assigned_modules,NULL,name,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_assigned_modules,NULL,user,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_bookmarks_folders,NULL,user,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_bookmarks_folders,NULL,folderId,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_bookmarks_urls,NULL,urlId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_mail_accounts,NULL,accountId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_menus,NULL,menuId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_modules,NULL,name,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_notes,NULL,noteId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_postings,NULL,user,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_preferences,NULL,user,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_preferences,NULL,prefName,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_quizzes,NULL,userResultId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_taken_quizzes,NULL,user,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_taken_quizzes,NULL,quizId,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_tasks,NULL,taskId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_tasks,NULL,creator,1,creator,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_tasks,NULL,created,2,creator,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_tasks_history,NULL,belongs_to,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_tasks_history,NULL,task_version,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_votings,NULL,user,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_votings,NULL,id,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_watches,NULL,user,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_watches,NULL,event,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_user_watches,NULL,object,3,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_userfiles,NULL,fileId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_users,NULL,user,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_users_score,NULL,user,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_users_score,NULL,event_id,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_webmail_contacts,NULL,contactId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_webmail_messages,NULL,accountId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_webmail_messages,NULL,mailId,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_wiki_attachments,NULL,attId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,tiki_zones,NULL,zone,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,users_grouppermissions,NULL,groupName,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,users_grouppermissions,NULL,permName,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,users_groups,NULL,groupName,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,users_objectpermissions,NULL,objectId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,users_objectpermissions,NULL,objectType,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,users_objectpermissions,NULL,groupName,3,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,users_objectpermissions,NULL,permName,4,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,users_permissions,NULL,permName,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,users_usergroups,NULL,userId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,users_usergroups,NULL,groupName,2,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki,users_users,NULL,userId,1,PRIMARY,tikiwiki,NULL,NULL,NULL,NULL,NULL
tikiwiki195,galaxia_activities,NULL,activityId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,galaxia_activity_roles,NULL,activityId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,galaxia_activity_roles,NULL,roleId,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,galaxia_instance_activities,NULL,instanceId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,galaxia_instance_activities,NULL,activityId,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,galaxia_instance_comments,NULL,cId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,galaxia_instances,NULL,instanceId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,galaxia_processes,NULL,pId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,galaxia_roles,NULL,roleId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,galaxia_transitions,NULL,actFromId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,galaxia_transitions,NULL,actToId,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,galaxia_user_roles,NULL,roleId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,galaxia_user_roles,NULL,user,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,galaxia_workitems,NULL,itemId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,messu_archive,NULL,msgId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,messu_messages,NULL,msgId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,messu_sent,NULL,msgId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,sessions,NULL,sesskey,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_article_types,NULL,type,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_articles,NULL,articleId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_banners,NULL,bannerId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_banning,NULL,banId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_banning_sections,NULL,banId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_banning_sections,NULL,section,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_blog_activity,NULL,blogId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_blog_activity,NULL,day,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_blog_posts,NULL,postId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_blog_posts_images,NULL,imgId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_blogs,NULL,blogId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_calendar_categories,NULL,calcatId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_calendar_categories,NULL,calendarId,1,catname,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_calendar_categories,NULL,name,2,catname,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_calendar_items,NULL,calitemId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_calendar_locations,NULL,callocId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_calendar_locations,NULL,calendarId,1,locname,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_calendar_locations,NULL,name,2,locname,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_calendar_roles,NULL,calitemId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_calendar_roles,NULL,username,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_calendar_roles,NULL,role,3,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_calendars,NULL,calendarId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_categories,NULL,categId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_categorized_objects,NULL,catObjectId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_category_objects,NULL,catObjectId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_category_objects,NULL,categId,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_category_sites,NULL,categId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_category_sites,NULL,siteId,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_chart_items,NULL,itemId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_charts,NULL,chartId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_charts_rankings,NULL,chartId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_charts_rankings,NULL,itemId,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_charts_rankings,NULL,period,3,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_charts_votes,NULL,user,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_charts_votes,NULL,itemId,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_chat_channels,NULL,channelId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_chat_messages,NULL,messageId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_chat_users,NULL,nickname,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_chat_users,NULL,channelId,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_comments,NULL,threadId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_content,NULL,contentId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_content_templates,NULL,templateId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_content_templates_sections,NULL,templateId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_content_templates_sections,NULL,section,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_cookies,NULL,cookieId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_copyrights,NULL,copyrightId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_directory_categories,NULL,categId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_directory_search,NULL,term,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_directory_sites,NULL,siteId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_download,NULL,id,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_drawings,NULL,drawId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_dsn,NULL,dsnId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_dynamic_variables,NULL,name,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_eph,NULL,ephId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_extwiki,NULL,extwikiId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_faq_questions,NULL,questionId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_faqs,NULL,faqId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_featured_links,NULL,url,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_file_galleries,NULL,galleryId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_files,NULL,fileId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_forum_attachments,NULL,attId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_forum_reads,NULL,user,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_forum_reads,NULL,threadId,2,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_forums,NULL,forumId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
tikiwiki195,tiki_forums_queue,NULL,qId,1,PRIMARY,tikiwiki195,NULL,NULL,NULL,NULL,NULL
